hafta_baslangic,urun,urun_kod,mevsim_kod,fiyat,lag_1h,lag_4h,lag_8h,lag_12h,lag_24h,lag_52h,roll4_ort,roll8_ort,roll12_ort,roll4_std,roll8_std,momentum_pct,trend_4_12,volatilite,hedef_haftalik,konya_sic,konya_yagis,konya_don,antalya_sic,antalya_don_lag1,sic_fark,dolar_kuru,mazot_fiyati,yil,hafta_no,ay,ceyrek,hafta_sin,hafta_cos,lojistik,kur_x_yabanci
2025-08-05,FASULYE (MUHTELİF),40,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,27.9,0.0,0.0,31.857142857142858,0.0,-3.957142857142857,40.666666666666664,70.0,2025,32,8,3,-0.663122658240795,-0.7485107481711013,91.0,40.666666666666664
2025-08-05,FASULYE (MUHTELİF),40,3,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,27.9,0.0,0.0,31.857142857142858,0.0,-3.957142857142857,40.666666666666664,70.0,2025,32,8,3,-0.663122658240795,-0.7485107481711013,91.0,40.666666666666664
2025-08-12,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,27.114285714285717,0.0,0.0,30.428571428571427,0.0,-3.314285714285714,40.666666666666664,70.0,2025,33,8,3,-0.7485107481711011,-0.6631226582407952,91.0,40.666666666666664
2025-08-26,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,24.400000000000002,0.0,0.0,28.514285714285712,0.0,-4.114285714285714,40.714285714285715,70.0,2025,35,8,3,-0.8854560256532096,-0.4647231720437691,91.0,40.714285714285715
2025-09-09,FASULYE (MUHTELİF),40,3,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,20.928571428571427,0.0,0.0,27.87142857142857,0.0,-6.942857142857142,41.0,70.0,2025,37,9,3,-0.970941817426052,-0.23931566428755774,91.0,41.0
2025-09-30,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,16.4,3.9,0.0,22.385714285714283,0.0,-5.985714285714286,41.285714285714285,70.0,2025,40,9,3,-0.992708874098054,0.1205366802553232,91.0,41.285714285714285
2025-09-30,FASULYE (MUHTELİF),40,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,16.4,3.9,0.0,22.385714285714283,0.0,-5.985714285714286,41.285714285714285,70.0,2025,40,9,3,-0.992708874098054,0.1205366802553232,91.0,41.285714285714285
2025-10-07,FASULYE (MUHTELİF),40,2,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,12.128571428571428,10.1,0.0,18.771428571428572,0.0,-6.642857142857143,41.33333333333333,70.0,2025,41,10,4,-0.9709418174260521,0.23931566428755738,91.0,41.33333333333333
2025-10-07,FASULYE (MUHTELİF),40,3,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,12.128571428571428,10.1,0.0,18.771428571428572,0.0,-6.642857142857143,41.33333333333333,70.0,2025,41,10,4,-0.9709418174260521,0.23931566428755738,91.0,41.33333333333333
2025-11-04,FASULYE (MUHTELİF),40,3,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,13.742857142857144,0.3,0.0,17.842857142857145,0.0,-4.1,41.666666666666664,70.0,2025,45,11,4,-0.7485107481711011,0.6631226582407952,91.0,41.666666666666664
2025-11-04,FASULYE (MUHTELİF),40,2,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,13.742857142857144,0.3,0.0,17.842857142857145,0.0,-4.1,41.666666666666664,70.0,2025,45,11,4,-0.7485107481711011,0.6631226582407952,91.0,41.666666666666664
2025-11-11,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,9.414285714285715,1.8,0.0,15.714285714285714,0.0,-6.3,41.666666666666664,70.0,2025,46,11,4,-0.6631226582407955,0.7485107481711007,91.0,41.666666666666664
2025-12-02,FASULYE (MUHTELİF),40,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.485714285714286,32.1,0.0,12.828571428571427,0.0,-7.342857142857143,42.0,74.0,2025,49,12,4,-0.35460488704253595,0.9350162426854147,96.2,42.0
2025-12-02,FASULYE (MUHTELİF),40,2,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.485714285714286,32.1,0.0,12.828571428571427,0.0,-7.342857142857143,42.0,74.0,2025,49,12,4,-0.35460488704253595,0.9350162426854147,96.2,42.0
2025-12-30,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,0.11428571428571425,10.6,1.0,8.1,1.0,-7.985714285714286,42.238095238095234,74.71428571428571,2026,1,12,4,0.12053668025532305,0.992708874098054,97.12857142857142,42.238095238095234
2026-01-27,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,6.6,17.3,1.0,12.6,0.0,-6.0,42.42857142857143,73.57142857142857,2026,5,1,1,0.5680647467311558,0.8229838658936564,95.64285714285714,42.42857142857143
2026-02-03,FASULYE (MUHTELİF),40,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.8428571428571425,12.200000000000001,1.0,12.528571428571428,0.0,-6.685714285714286,42.666666666666664,70.0,2026,6,2,1,0.6631226582407952,0.7485107481711011,91.0,42.666666666666664
2026-04-28,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.8428571428571425,12.200000000000001,1.0,12.528571428571428,0.0,-6.685714285714286,42.666666666666664,70.0,2026,18,4,2,0.8229838658936565,-0.5680647467311557,91.0,42.666666666666664
2026-04-28,FASULYE (MUHTELİF),40,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.8428571428571425,12.200000000000001,1.0,12.528571428571428,0.0,-6.685714285714286,42.666666666666664,70.0,2026,18,4,2,0.8229838658936565,-0.5680647467311557,91.0,42.666666666666664
2026-06-02,FASULYE (MUHTELİF),40,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.8428571428571425,12.200000000000001,1.0,12.528571428571428,0.0,-6.685714285714286,42.666666666666664,70.0,2026,23,6,2,0.35460488704253584,-0.9350162426854147,91.0,42.666666666666664
2026-07-28,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.8428571428571425,12.200000000000001,1.0,12.528571428571428,0.0,-6.685714285714286,42.666666666666664,70.0,2026,31,7,3,-0.5680647467311556,-0.8229838658936566,91.0,42.666666666666664
2026-09-01,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.8428571428571425,12.200000000000001,1.0,12.528571428571428,0.0,-6.685714285714286,42.666666666666664,70.0,2026,36,9,3,-0.9350162426854147,-0.3546048870425359,91.0,42.666666666666664
2026-09-01,FASULYE (MUHTELİF),40,1,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.8428571428571425,12.200000000000001,1.0,12.528571428571428,0.0,-6.685714285714286,42.666666666666664,70.0,2026,36,9,3,-0.9350162426854147,-0.3546048870425359,91.0,42.666666666666664
2026-12-01,FASULYE (MUHTELİF),40,0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,5.8428571428571425,12.200000000000001,1.0,12.528571428571428,0.0,-6.685714285714286,42.666666666666664,70.0,2026,49,12,4,-0.35460488704253595,0.9350162426854147,91.0,42.666666666666664
2023-01-31,FESLEĞEN (REYHAN),41,0,16.0,16.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,16.0,-1.042857142857143,29.0,1.0,7.757142857142857,0.0,-8.8,30.61904761904762,29.0,2023,5,1,1,0.5680647467311558,0.8229838658936564,37.7,30.61904761904762
2023-01-31,FESLEĞEN (REYHAN),41,1,16.0,16.0,80.0,80.0,80.0,80.0,80.0,16.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,16.0,-1.042857142857143,29.0,1.0,7.757142857142857,0.0,-8.8,30.61904761904762,29.0,2023,5,1,1,0.5680647467311558,0.8229838658936564,37.7,30.61904761904762
2023-02-07,FESLEĞEN (REYHAN),41,3,16.0,16.0,80.0,80.0,80.0,80.0,80.0,16.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,16.0,-8.442857142857141,1.2,1.0,6.057142857142857,1.0,-14.5,30.666666666666668,29.0,2023,6,2,1,0.6631226582407952,0.7485107481711011,37.7,30.666666666666668
2023-02-28,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,80.0,80.0,80.0,80.0,16.0,16.0,80.0,0.0,0.0,0.0,0.0,0.0,16.0,11.085714285714285,6.2,0.0,14.1,0.0,-3.0142857142857147,30.952380952380953,29.0,2023,9,2,1,0.8854560256532099,0.4647231720437686,37.7,30.952380952380953
2023-03-07,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,80.0,80.0,80.0,80.0,16.0,16.0,80.0,0.0,0.0,0.0,0.0,0.0,16.0,8.528571428571428,29.200000000000003,0.0,13.37142857142857,0.0,-4.8428571428571425,31.0,29.0,2023,10,3,1,0.9350162426854148,0.35460488704253557,37.7,31.0
2023-04-04,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,80.0,80.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,10.1,8.4,0.0,14.057142857142859,0.0,-3.957142857142857,31.333333333333332,29.0,2023,14,4,2,0.992708874098054,-0.12053668025532288,37.7,31.333333333333332
2023-04-11,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,80.0,80.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,11.042857142857143,3.8000000000000003,0.0,15.014285714285714,0.0,-3.9714285714285715,31.333333333333332,29.0,2023,15,4,2,0.9709418174260521,-0.2393156642875575,37.7,31.333333333333332
2023-04-25,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,80.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,9.857142857142858,14.2,0.0,15.62857142857143,0.0,-5.771428571428572,31.38095238095238,29.0,2023,17,4,2,0.8854560256532099,-0.4647231720437685,37.7,31.38095238095238
2023-05-02,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,80.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.228571428571428,3.4,0.0,18.271428571428572,0.0,-4.042857142857143,31.666666666666668,29.0,2023,18,5,2,0.8229838658936565,-0.5680647467311557,37.7,31.666666666666668
2023-05-09,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,80.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,15.728571428571428,9.6,0.0,20.357142857142858,0.0,-4.628571428571429,31.666666666666668,29.0,2023,19,5,2,0.7485107481711013,-0.663122658240795,37.7,31.666666666666668
2023-05-30,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,80.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.2,18.9,0.0,20.428571428571427,0.0,-4.228571428571429,31.904761904761905,29.0,2023,22,5,2,0.46472317204376906,-0.8854560256532096,37.7,31.904761904761905
2023-05-30,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,16.2,18.9,0.0,20.428571428571427,0.0,-4.228571428571429,31.904761904761905,29.0,2023,22,5,2,0.46472317204376906,-0.8854560256532096,37.7,31.904761904761905
2023-06-06,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,18.814285714285713,18.3,0.0,23.357142857142858,0.0,-4.542857142857143,32.0,29.0,2023,23,6,2,0.35460488704253584,-0.9350162426854147,37.7,32.0
2023-06-06,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,18.814285714285713,18.3,0.0,23.357142857142858,0.0,-4.542857142857143,32.0,29.0,2023,23,6,2,0.35460488704253584,-0.9350162426854147,37.7,32.0
2023-07-04,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,24.571428571428573,1.7,0.0,28.314285714285713,0.0,-3.742857142857143,32.333333333333336,29.0,2023,27,7,3,-0.12053668025532283,-0.992708874098054,37.7,32.333333333333336
2023-07-04,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,24.571428571428573,1.7,0.0,28.314285714285713,0.0,-3.742857142857143,32.333333333333336,29.0,2023,27,7,3,-0.12053668025532283,-0.992708874098054,37.7,32.333333333333336
2023-07-11,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,24.314285714285713,0.0,0.0,33.32857142857143,0.0,-9.014285714285714,32.333333333333336,29.0,2023,28,7,3,-0.23931566428755743,-0.9709418174260521,37.7,32.333333333333336
2023-08-01,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,28.114285714285717,0.0,0.0,28.857142857142858,0.0,-0.7428571428571428,32.666666666666664,29.0,2023,31,8,3,-0.5680647467311556,-0.8229838658936566,37.7,32.666666666666664
2023-08-01,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,28.114285714285717,0.0,0.0,28.857142857142858,0.0,-0.7428571428571428,32.666666666666664,29.0,2023,31,8,3,-0.5680647467311556,-0.8229838658936566,37.7,32.666666666666664
2023-08-29,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,23.814285714285713,1.7999999999999998,0.0,27.557142857142857,0.0,-3.7428571428571433,32.857142857142854,29.0,2023,35,8,3,-0.8854560256532096,-0.4647231720437691,37.7,32.857142857142854
2023-08-29,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,23.814285714285713,1.7999999999999998,0.0,27.557142857142857,0.0,-3.7428571428571433,32.857142857142854,29.0,2023,35,8,3,-0.8854560256532096,-0.4647231720437691,37.7,32.857142857142854
2023-09-05,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,22.32857142857143,0.1,0.0,27.67142857142857,0.0,-5.342857142857143,33.0,29.0,2023,36,9,3,-0.9350162426854147,-0.3546048870425359,37.7,33.0
2023-10-03,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,80.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.814285714285715,0.7,0.0,22.914285714285715,0.0,-8.1,33.333333333333336,29.0,2023,40,10,4,-0.992708874098054,0.1205366802553232,37.7,33.333333333333336
2023-10-03,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.814285714285715,0.7,0.0,22.914285714285715,0.0,-8.1,33.333333333333336,29.0,2023,40,10,4,-0.992708874098054,0.1205366802553232,37.7,33.333333333333336
2023-10-31,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,15.714285714285714,0.0,0.0,20.857142857142858,0.0,-5.142857142857143,33.61904761904761,29.0,2023,44,10,4,-0.822983865893657,0.5680647467311548,37.7,33.61904761904761
2023-11-07,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.200000000000001,0.1,0.0,19.042857142857144,0.0,-4.8428571428571425,33.666666666666664,29.0,2023,45,11,4,-0.7485107481711011,0.6631226582407952,37.7,33.666666666666664
2023-11-07,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.200000000000001,0.1,0.0,19.042857142857144,0.0,-4.8428571428571425,33.666666666666664,29.0,2023,45,11,4,-0.7485107481711011,0.6631226582407952,37.7,33.666666666666664
2023-11-28,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,7.2,0.0,1.0,13.742857142857144,0.0,-6.542857142857143,33.857142857142854,29.0,2023,48,11,4,-0.4647231720437684,0.88545602565321,37.7,33.857142857142854
2023-12-05,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,6.114285714285714,18.6,1.0,13.014285714285714,0.0,-6.8999999999999995,34.0,29.0,2023,49,12,4,-0.35460488704253595,0.9350162426854147,37.7,34.0
2023-12-05,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,6.114285714285714,18.6,1.0,13.014285714285714,0.0,-6.8999999999999995,34.0,29.0,2023,49,12,4,-0.35460488704253595,0.9350162426854147,37.7,34.0
2024-01-02,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,7.3428571428571425,7.199999999999999,1.0,13.971428571428572,0.0,-6.628571428571428,34.333333333333336,47.0,2024,1,1,1,0.12053668025532305,0.992708874098054,61.1,34.333333333333336
2024-01-02,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,7.3428571428571425,7.199999999999999,1.0,13.971428571428572,0.0,-6.628571428571428,34.333333333333336,47.0,2024,1,1,1,0.12053668025532305,0.992708874098054,61.1,34.333333333333336
2024-01-02,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,7.3428571428571425,7.199999999999999,1.0,13.971428571428572,0.0,-6.628571428571428,34.333333333333336,47.0,2024,1,1,1,0.12053668025532305,0.992708874098054,61.1,34.333333333333336
2024-01-30,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.7857142857142857,0.3,1.0,10.042857142857143,0.0,-9.257142857142858,34.57142857142857,63.42857142857143,2024,5,1,1,0.5680647467311558,0.8229838658936564,82.45714285714286,34.57142857142857
2024-01-30,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.7857142857142857,0.3,1.0,10.042857142857143,0.0,-9.257142857142858,34.57142857142857,63.42857142857143,2024,5,1,1,0.5680647467311558,0.8229838658936564,82.45714285714286,34.57142857142857
2024-02-06,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,6.685714285714285,0.5,1.0,12.257142857142856,0.0,-5.571428571428571,34.666666666666664,70.0,2024,6,2,1,0.6631226582407952,0.7485107481711011,91.0,34.666666666666664
2024-02-06,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,6.685714285714285,0.5,1.0,12.257142857142856,0.0,-5.571428571428571,34.666666666666664,70.0,2024,6,2,1,0.6631226582407952,0.7485107481711011,91.0,34.666666666666664
2024-03-05,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,5.628571428571428,7.3,1.0,12.214285714285714,0.0,-6.585714285714286,35.0,70.0,2024,10,3,1,0.9350162426854148,0.35460488704253557,91.0,35.0
2024-03-05,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,5.628571428571428,7.3,1.0,12.214285714285714,0.0,-6.585714285714286,35.0,70.0,2024,10,3,1,0.9350162426854148,0.35460488704253557,91.0,35.0
2024-03-26,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.085714285714285,3.2,0.0,17.47142857142857,0.0,-3.385714285714286,35.04761904761905,70.0,2024,13,3,1,1.0,-1.6081226496766366e-16,91.0,35.04761904761905
2024-04-02,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.571428571428571,2.8,0.0,18.442857142857143,0.0,-3.8714285714285714,35.333333333333336,70.0,2024,14,4,2,0.992708874098054,-0.12053668025532288,91.0,35.333333333333336
2024-04-02,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.571428571428571,2.8,0.0,18.442857142857143,0.0,-3.8714285714285714,35.333333333333336,70.0,2024,14,4,2,0.992708874098054,-0.12053668025532288,91.0,35.333333333333336
2024-04-09,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,13.185714285714285,10.5,0.0,19.385714285714283,0.0,-6.200000000000001,35.333333333333336,70.0,2024,15,4,2,0.9709418174260521,-0.2393156642875575,91.0,35.333333333333336
2024-04-30,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,13.814285714285715,43.5,0.0,21.02857142857143,0.0,-7.214285714285714,35.61904761904761,70.0,2024,18,4,2,0.8229838658936565,-0.5680647467311557,91.0,35.61904761904761
2024-05-07,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.242857142857144,14.4,0.0,19.32857142857143,0.0,-5.0857142857142845,35.666666666666664,70.0,2024,19,5,2,0.7485107481711013,-0.663122658240795,91.0,35.666666666666664
2024-05-07,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.242857142857144,14.4,0.0,19.32857142857143,0.0,-5.0857142857142845,35.666666666666664,70.0,2024,19,5,2,0.7485107481711013,-0.663122658240795,91.0,35.666666666666664
2024-05-07,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,14.242857142857144,14.4,0.0,19.32857142857143,0.0,-5.0857142857142845,35.666666666666664,70.0,2024,19,5,2,0.7485107481711013,-0.663122658240795,91.0,35.666666666666664
2024-06-04,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,23.75714285714286,4.1,0.0,31.342857142857145,0.0,-7.585714285714286,36.0,58.0,2024,23,6,2,0.35460488704253584,-0.9350162426854147,75.4,36.0
2024-06-04,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,23.75714285714286,4.1,0.0,31.342857142857145,0.0,-7.585714285714286,36.0,58.0,2024,23,6,2,0.35460488704253584,-0.9350162426854147,75.4,36.0
2024-07-02,FESLEĞEN (REYHAN),41,1,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,25.228571428571428,0.2,0.0,30.37142857142857,0.0,-5.142857142857143,36.333333333333336,70.0,2024,27,7,3,-0.12053668025532283,-0.992708874098054,91.0,36.333333333333336
2024-07-09,FESLEĞEN (REYHAN),41,3,16.0,16.0,16.0,16.0,16.0,16.0,80.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,25.542857142857144,3.8000000000000003,0.0,31.014285714285712,0.0,-5.471428571428571,36.333333333333336,70.0,2024,28,7,3,-0.23931566428755743,-0.9709418174260521,91.0,36.333333333333336
2024-07-30,FESLEĞEN (REYHAN),41,0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,25.842857142857145,0.0,0.0,30.842857142857145,0.0,-5.0,36.57142857142857,70.0,2024,31,7,3,-0.5680647467311556,-0.8229838658936566,91.0,36.57142857142857
2024-08-06,FESLEĞEN (REYHAN),41,2,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,26.514285714285712,0.3,0.0,30.057142857142857,0.0,-3.5428571428571423,36.666666666666664,70.0,2024,32,8,3,-0.663122658240795,-0.7485107481711013,91.0,36.666666666666664
